axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
nationality,el_salvador,Salvadoran-American,(none),reviewed,girl,girls,female,a Salvadoran-American girl,Salvadoran-American girls,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,grandfather,grandfathers,male,a Salvadoran-American grandfather,Salvadoran-American grandfathers,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,grandma,grandmas,female,a Salvadoran-American grandma,Salvadoran-American grandmas,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,grandmother,grandmothers,female,a Salvadoran-American grandmother,Salvadoran-American grandmothers,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,grandpa,grandpas,male,a Salvadoran-American grandpa,Salvadoran-American grandpas,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,grandparent,grandparents,neutral,a Salvadoran-American grandparent,Salvadoran-American grandparents,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,guy,guys,male,a Salvadoran-American guy,Salvadoran-American guys,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,husband,husbands,male,a Salvadoran-American husband,Salvadoran-American husbands,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,individual,individuals,neutral,a Salvadoran-American individual,Salvadoran-American individuals,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,kid,kids,neutral,a Salvadoran-American kid,Salvadoran-American kids,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,lady,ladies,female,a Salvadoran-American lady,Salvadoran-American ladies,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,man,men,male,a Salvadoran-American man,Salvadoran-American men,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,mom,moms,female,a Salvadoran-American mom,Salvadoran-American moms,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,mother,mothers,female,a Salvadoran-American mother,Salvadoran-American mothers,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,parent,parents,neutral,a Salvadoran-American parent,Salvadoran-American parents,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,person,people,neutral,a Salvadoran-American person,Salvadoran-American people,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,sibling,siblings,neutral,a Salvadoran-American sibling,Salvadoran-American siblings,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,sister,sisters,female,a Salvadoran-American sister,Salvadoran-American sisters,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,son,sons,male,a Salvadoran-American son,Salvadoran-American sons,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,spouse,spouses,neutral,a Salvadoran-American spouse,Salvadoran-American spouses,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,veteran,veterans,neutral,a Salvadoran-American veteran,Salvadoran-American veterans,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,wife,wives,female,a Salvadoran-American wife,Salvadoran-American wives,descriptor_noun
nationality,el_salvador,Salvadoran-American,(none),reviewed,woman,women,female,a Salvadoran-American woman,Salvadoran-American women,descriptor_noun
nationality,india,Indian-American,(none),reviewed,(none),(none),(none),Indian-American,Indian-American,descriptor
nationality,india,Indian-American,(none),reviewed,boy,boys,male,an Indian-American boy,Indian-American boys,descriptor_noun
nationality,india,Indian-American,(none),reviewed,bro,bros,male,an Indian-American bro,Indian-American bros,descriptor_noun
nationality,india,Indian-American,(none),reviewed,brother,brothers,male,an Indian-American brother,Indian-American brothers,descriptor_noun
nationality,india,Indian-American,(none),reviewed,child,children,neutral,an Indian-American child,Indian-American children,descriptor_noun
nationality,india,Indian-American,(none),reviewed,dad,dads,male,an Indian-American dad,Indian-American dads,descriptor_noun
nationality,india,Indian-American,(none),reviewed,daughter,daughters,female,an Indian-American daughter,Indian-American daughters,descriptor_noun
nationality,india,Indian-American,(none),reviewed,father,fathers,male,an Indian-American father,Indian-American fathers,descriptor_noun
nationality,india,Indian-American,(none),reviewed,girl,girls,female,an Indian-American girl,Indian-American girls,descriptor_noun
nationality,india,Indian-American,(none),reviewed,grandfather,grandfathers,male,an Indian-American grandfather,Indian-American grandfathers,descriptor_noun
nationality,india,Indian-American,(none),reviewed,grandma,grandmas,female,an Indian-American grandma,Indian-American grandmas,descriptor_noun
nationality,india,Indian-American,(none),reviewed,grandmother,grandmothers,female,an Indian-American grandmother,Indian-American grandmothers,descriptor_noun
nationality,india,Indian-American,(none),reviewed,grandpa,grandpas,male,an Indian-American grandpa,Indian-American grandpas,descriptor_noun
nationality,india,Indian-American,(none),reviewed,grandparent,grandparents,neutral,an Indian-American grandparent,Indian-American grandparents,descriptor_noun
nationality,india,Indian-American,(none),reviewed,guy,guys,male,an Indian-American guy,Indian-American guys,descriptor_noun
nationality,india,Indian-American,(none),reviewed,husband,husbands,male,an Indian-American husband,Indian-American husbands,descriptor_noun
nationality,india,Indian-American,(none),reviewed,individual,individuals,neutral,an Indian-American individual,Indian-American individuals,descriptor_noun
nationality,india,Indian-American,(none),reviewed,kid,kids,neutral,an Indian-American kid,Indian-American kids,descriptor_noun
nationality,india,Indian-American,(none),reviewed,lady,ladies,female,an Indian-American lady,Indian-American ladies,descriptor_noun
nationality,india,Indian-American,(none),reviewed,man,men,male,an Indian-American man,Indian-American men,descriptor_noun
nationality,india,Indian-American,(none),reviewed,mom,moms,female,an Indian-American mom,Indian-American moms,descriptor_noun
nationality,india,Indian-American,(none),reviewed,mother,mothers,female,an Indian-American mother,Indian-American mothers,descriptor_noun
nationality,india,Indian-American,(none),reviewed,parent,parents,neutral,an Indian-American parent,Indian-American parents,descriptor_noun
nationality,india,Indian-American,(none),reviewed,person,people,neutral,an Indian-American person,Indian-American people,descriptor_noun
nationality,india,Indian-American,(none),reviewed,sibling,siblings,neutral,an Indian-American sibling,Indian-American siblings,descriptor_noun
nationality,india,Indian-American,(none),reviewed,sister,sisters,female,an Indian-American sister,Indian-American sisters,descriptor_noun
nationality,india,Indian-American,(none),reviewed,son,sons,male,an Indian-American son,Indian-American sons,descriptor_noun
nationality,india,Indian-American,(none),reviewed,spouse,spouses,neutral,an Indian-American spouse,Indian-American spouses,descriptor_noun
nationality,india,Indian-American,(none),reviewed,veteran,veterans,neutral,an Indian-American veteran,Indian-American veterans,descriptor_noun
nationality,india,Indian-American,(none),reviewed,wife,wives,female,an Indian-American wife,Indian-American wives,descriptor_noun
nationality,india,Indian-American,(none),reviewed,woman,women,female,an Indian-American woman,Indian-American women,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,(none),(none),(none),Vietnamese,Vietnamese,descriptor
nationality,vietnam,Vietnamese,(none),reviewed,boy,boys,male,a Vietnamese boy,Vietnamese boys,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,bro,bros,male,a Vietnamese bro,Vietnamese bros,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,brother,brothers,male,a Vietnamese brother,Vietnamese brothers,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,child,children,neutral,a Vietnamese child,Vietnamese children,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,dad,dads,male,a Vietnamese dad,Vietnamese dads,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,daughter,daughters,female,a Vietnamese daughter,Vietnamese daughters,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,father,fathers,male,a Vietnamese father,Vietnamese fathers,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,girl,girls,female,a Vietnamese girl,Vietnamese girls,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,grandfather,grandfathers,male,a Vietnamese grandfather,Vietnamese grandfathers,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,grandma,grandmas,female,a Vietnamese grandma,Vietnamese grandmas,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,grandmother,grandmothers,female,a Vietnamese grandmother,Vietnamese grandmothers,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,grandpa,grandpas,male,a Vietnamese grandpa,Vietnamese grandpas,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,grandparent,grandparents,neutral,a Vietnamese grandparent,Vietnamese grandparents,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,guy,guys,male,a Vietnamese guy,Vietnamese guys,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,husband,husbands,male,a Vietnamese husband,Vietnamese husbands,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,individual,individuals,neutral,a Vietnamese individual,Vietnamese individuals,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,kid,kids,neutral,a Vietnamese kid,Vietnamese kids,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,lady,ladies,female,a Vietnamese lady,Vietnamese ladies,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,man,men,male,a Vietnamese man,Vietnamese men,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,mom,moms,female,a Vietnamese mom,Vietnamese moms,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,mother,mothers,female,a Vietnamese mother,Vietnamese mothers,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,parent,parents,neutral,a Vietnamese parent,Vietnamese parents,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,person,people,neutral,a Vietnamese person,Vietnamese people,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,sibling,siblings,neutral,a Vietnamese sibling,Vietnamese siblings,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,sister,sisters,female,a Vietnamese sister,Vietnamese sisters,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,son,sons,male,a Vietnamese son,Vietnamese sons,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,spouse,spouses,neutral,a Vietnamese spouse,Vietnamese spouses,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,veteran,veterans,neutral,a Vietnamese veteran,Vietnamese veterans,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,wife,wives,female,a Vietnamese wife,Vietnamese wives,descriptor_noun
nationality,vietnam,Vietnamese,(none),reviewed,woman,women,female,a Vietnamese woman,Vietnamese women,descriptor_noun
political_ideologies,all,independent,(none),no_data,(none),(none),(none),independent,independent,descriptor
political_ideologies,all,independent,(none),no_data,boy,boys,male,an independent boy,independent boys,descriptor_noun
political_ideologies,all,independent,(none),no_data,bro,bros,male,an independent bro,independent bros,descriptor_noun
political_ideologies,all,independent,(none),no_data,brother,brothers,male,an independent brother,independent brothers,descriptor_noun
political_ideologies,all,independent,(none),no_data,child,children,neutral,an independent child,independent children,descriptor_noun
political_ideologies,all,independent,(none),no_data,dad,dads,male,an independent dad,independent dads,descriptor_noun
political_ideologies,all,independent,(none),no_data,daughter,daughters,female,an independent daughter,independent daughters,descriptor_noun
political_ideologies,all,independent,(none),no_data,father,fathers,male,an independent father,independent fathers,descriptor_noun
political_ideologies,all,independent,(none),no_data,girl,girls,female,an independent girl,independent girls,descriptor_noun
political_ideologies,all,independent,(none),no_data,grandfather,grandfathers,male,an independent grandfather,independent grandfathers,descriptor_noun
political_ideologies,all,independent,(none),no_data,grandma,grandmas,female,an independent grandma,independent grandmas,descriptor_noun
political_ideologies,all,independent,(none),no_data,grandmother,grandmothers,female,an independent grandmother,independent grandmothers,descriptor_noun
political_ideologies,all,independent,(none),no_data,grandpa,grandpas,male,an independent grandpa,independent grandpas,descriptor_noun
political_ideologies,all,independent,(none),no_data,grandparent,grandparents,neutral,an independent grandparent,independent grandparents,descriptor_noun
political_ideologies,all,independent,(none),no_data,guy,guys,male,an independent guy,independent guys,descriptor_noun
political_ideologies,all,independent,(none),no_data,husband,husbands,male,an independent husband,independent husbands,descriptor_noun
political_ideologies,all,independent,(none),no_data,individual,individuals,neutral,an independent individual,independent individuals,descriptor_noun
political_ideologies,all,independent,(none),no_data,kid,kids,neutral,an independent kid,independent kids,descriptor_noun
political_ideologies,all,independent,(none),no_data,lady,ladies,female,an independent lady,independent ladies,descriptor_noun
political_ideologies,all,independent,(none),no_data,man,men,male,an independent man,independent men,descriptor_noun
political_ideologies,all,independent,(none),no_data,mom,moms,female,an independent mom,independent moms,descriptor_noun
political_ideologies,all,independent,(none),no_data,mother,mothers,female,an independent mother,independent mothers,descriptor_noun
political_ideologies,all,independent,(none),no_data,parent,parents,neutral,an independent parent,independent parents,descriptor_noun
political_ideologies,all,independent,(none),no_data,person,people,neutral,an independent person,independent people,descriptor_noun
political_ideologies,all,independent,(none),no_data,sibling,siblings,neutral,an independent sibling,independent siblings,descriptor_noun
political_ideologies,all,independent,(none),no_data,sister,sisters,female,an independent sister,independent sisters,descriptor_noun
political_ideologies,all,independent,(none),no_data,son,sons,male,an independent son,independent sons,descriptor_noun
political_ideologies,all,independent,(none),no_data,spouse,spouses,neutral,an independent spouse,independent spouses,descriptor_noun
political_ideologies,all,independent,(none),no_data,veteran,veterans,neutral,an independent veteran,independent veterans,descriptor_noun
political_ideologies,all,independent,(none),no_data,wife,wives,female,an independent wife,independent wives,descriptor_noun
